topic_mean,topic_display,category_type,viewpoint_capable_ind,beg_effective_dt_tm,end_effective_dt_tm,topic_category,script_name
mp_vb_wf_fusion_custom_comp,MPage WorkFlow Fusion Custom Components for View Builder Wizard,6,,,,,
